customer_id,first_name,last_name,state,first_touch,signup_channel_category,plan,signup_channel,campaign_id,signup_date
c11536,Marina,Deubner,NJ,referral,Organic,silver,Organic Search,CAM002,2021-12-05
c11537,Jeffery,Phillips,NJ,referral,Organic,silver,Direct,CAM030,2021-12-05
c11538,Wm,Shirley,NJ,social,Organic,silver,Organic Search,CAM031,2021-12-05
c11539,Blanca,Mcknight,NJ,social,Organic,silver,Direct,CAM004,2021-12-06
c1154,Allison,Sellers,DC,referral,Organic,silver,Direct,CAM022,2020-05-13
c11540,Lydia,Hamner,NY,marketplace,Organic,silver,Direct,CAM004,2021-12-06
c11541,Jeremy,Vierra,NJ,social,Paid,silver,paid search,CAM014,2021-12-06
c11542,Ahmed,Raybuck,NJ,social,Organic,silver,Direct,CAM006,2021-12-06
c11543,Mary,Lavoie,NJ,social,Paid,silver,paid search,CAM020,2021-12-06
c11544,Roberto,Ciprian,WA,referral,Organic,silver,Referral,CAM001,2021-12-06
c11545,Shawn,Maxey,IL,social,Paid,silver,paid search,CAM030,2021-12-07
c11546,James,Allen,NJ,direct,Organic,silver,Referral,CAM001,2021-12-07
c11547,Mary,Vang,NJ,marketplace,Organic,silver,Direct,CAM004,2021-12-08
c11548,Vanessa,Wilson,NY,referral,Organic,silver,Social,CAM001,2021-12-08
c11549,Gordon,Amoa,ND,social,Paid,silver,paid search,CAM030,2021-12-19
c1155,Timothy,Sommers,NJ,social,Organic,silver,Direct,CAM022,2020-05-13
c11550,Mavis,Crawford,NJ,marketplace,Organic,silver,Direct,CAM018,2021-12-20
c11551,Ines,Sailor,AZ,social,Paid,gold,paid search,CAM031,2021-12-20
c11552,Kathlene,Roy,NJ,referral,Organic,silver,Referral,CAM001,2021-12-20
c11553,Annette,Klingensmith,NJ,social,Organic,silver,Direct,CAM006,2021-12-18
c11554,Natalie,Olsen,MO,social,Paid,silver,paid search,CAM031,2021-12-18
c11555,Thomas,Reed,NJ,referral,Organic,silver,Direct,CAM001,2021-12-18
c11556,Jill,Freeman,NJ,referral,Organic,silver,Direct,CAM004,2021-12-18
c11557,John,Kelley,NJ,social,Paid,silver,paid search,CAM031,2021-12-20
c11558,Michael,Martel,NJ,marketplace,Paid,gold,SEO,CAM004,2021-12-20
c11559,Silvia,Rimbey,NJ,referral,Organic,silver,Direct,CAM001,2021-12-20
c1156,Liz,Dunstan,NY,referral,Organic,silver,Direct,CAM031,2020-05-13
c11560,Cheryl,Lee,NJ,social,Paid,bronze,InsuranceOfferAds,CAM006,2021-12-21
c11561,Felisa,Jeffries,VT,social,Paid,silver,paid search,CAM031,2021-12-21
c11562,Agustina,Kowalski,NJ,referral,Paid,platinum,paid search,CAM010,2021-12-22
c11563,Mary,Garvey,ME,social,Organic,silver,Organic Search,CAM020,2021-12-22
c11564,Karen,Voeks,OH,social,Paid,silver,paid search,CAM030,2021-12-22
c11565,Gloria,Messenger,DE,marketplace,Organic,silver,Direct,CAM004,2021-12-23
c11566,Dwight,Ault,NJ,referral,Paid,silver,paid search,CAM031,2021-12-23
c11567,Tammy,Cardiel,NJ,social,Paid,silver,paid search,CAM011,2021-12-23
c11568,Natalie,Frank,ND,social,Organic,silver,Organic Search,CAM018,2021-12-23
c11569,Olga,Tucker,NJ,referral,Organic,silver,Direct,CAM004,2021-12-24
c1157,Mildred,Clinch,IA,social,Organic,silver,Direct,CAM004,2020-05-13
c11570,Rosa,Gray,NJ,referral,Organic,silver,Direct,CAM004,2021-12-24
c11571,Thomas,Leung,NJ,marketplace,Organic,silver,Direct,CAM030,2021-12-24
c11572,Laquita,Willis,GA,referral,Paid,silver,paid search,CAM025,2021-12-25
c11573,Laura,Lawson,NY,social,Paid,silver,paid search,CAM020,2021-12-25
c11574,Carol,Hansen,NY,social,Organic,silver,Direct,CAM031,2021-12-27
c11575,Shelly,Richardson,IA,social,Organic,silver,Direct,CAM004,2021-12-27
c11576,Chris,Pennington,OH,social,Organic,silver,Direct,CAM004,2021-12-27
c11577,Edward,Shaw,NJ,social,Organic,silver,Direct,CAM004,2021-12-28
c11578,Joe,Delgado,NJ,social,Paid,silver,paid search,CAM031,2021-12-28
c11579,Steve,Brinkman,NJ,social,Organic,silver,Direct,CAM030,2021-12-29
c1158,William,Williams,NJ,social,Organic,silver,Direct,CAM031,2020-05-13
c11580,Linda,Blackburn,NJ,referral,Organic,silver,Direct,CAM004,2021-12-29
c11581,Harry,Godbold,NJ,social,Paid,silver,paid search,CAM031,2021-12-29
c11582,Connie,Abe,NJ,referral,Organic,silver,Direct,CAM004,2021-12-31
c11583,Raymond,Hart,OK,social,Organic,silver,Direct,CAM001,2021-12-31
c11584,Burton,Cole,ND,referral,Organic,silver,Social,CAM022,2021-12-31
c11585,Angela,Glass,WA,marketplace,Organic,silver,Direct,CAM001,2021-12-31
c11586,John,Looney,NJ,referral,Paid,gold,SEO,CAM004,2021-12-31
c11587,Tracy,Wright,NJ,social,Paid,silver,paid search,CAM020,2022-01-01
c11588,Mary,Morrissey,NJ,social,Organic,silver,Direct,CAM018,2022-01-01
c11589,Carolyn,Winter,NJ,social,Organic,silver,Organic Search,CAM001,2021-12-30
c1159,Brenda,Delaney,NJ,referral,Organic,silver,Organic Search,CAM006,2020-05-13
c11590,William,Begin,NC,referral,Organic,silver,Organic Search,CAM018,2021-12-30
c11591,Ronald,Kimbrell,OH,social,Paid,gold,paid search,CAM031,2021-12-30
c11592,Beverly,Mayo,CO,referral,Organic,silver,Direct,CAM004,2021-12-30
c11593,Matthew,Salcido,NY,referral,Organic,silver,Direct,CAM018,2021-12-30
c11594,Craig,Okwuona,NJ,referral,Paid,gold,Partner Referral,CAM006,2021-12-30
c11595,Ramona,Lombardo,NY,referral,Organic,silver,Direct,CAM004,2021-12-30
c11596,Zachary,Wilcoxen,NJ,social,Organic,silver,Direct,CAM018,2021-12-31
c11597,Richard,Rey,NY,social,Organic,silver,Direct,CAM001,2022-01-02
c11598,Ashley,Mulholland,IL,referral,Organic,silver,Social,CAM001,2022-01-03
c11599,Francis,Hernandez,GA,social,Organic,silver,Direct,CAM018,2022-01-03
c116,Harry,Hughes,NC,social,Organic,silver,Direct,CAM030,2019-01-29
c1160,George,Opheim,NJ,social,Organic,silver,Direct,CAM030,2020-05-13
c11600,Carrol,Paul,NY,referral,Paid,gold,Partner Referral,CAM020,2021-12-09
c11601,Mary,Howard,OK,direct,Organic,silver,Direct,CAM018,2021-12-09
c11602,James,Riddick,IN,social,Organic,silver,Organic Search,CAM001,2021-12-09
c11603,Raul,Avina,NY,referral,Organic,silver,Direct,CAM004,2021-12-09
c11604,Phillip,Williams,NY,social,Organic,silver,Direct,CAM004,2021-12-09
c11605,Courtney,Vu,IA,social,Organic,silver,Direct,CAM004,2021-12-09
c11606,Minnie,Nicol,MT,referral,Paid,silver,paid search,CAM018,2021-12-09
c11607,Mattie,Johnson,CO,social,Paid,silver,paid search,CAM019,2021-12-10
c11608,Maximina,Bledsoe,WA,social,Organic,silver,Direct,CAM018,2021-12-10
c11609,Melissa,Lairy,NY,social,Organic,silver,Organic Search,CAM031,2021-12-10
c1161,Walter,Corona,NJ,social,Paid,silver,paid search,CAM031,2020-05-13
c11610,Richard,Strutz,MI,direct,Organic,silver,Referral,CAM022,2021-12-10
c11611,Ross,James,OK,social,Organic,silver,Referral,CAM020,2021-12-10
c11612,Wilbur,Bensch,NJ,social,Organic,silver,Referral,CAM031,2021-12-10
c11613,Judy,Cash,NJ,social,Organic,silver,Social,CAM020,2021-12-10
c11614,Marjorie,Morales,NJ,social,Organic,silver,Referral,CAM001,2021-12-11
c11615,Willie,Williamson,IA,referral,Organic,silver,Direct,CAM004,2021-12-11
c11616,Susan,Esquivez,NY,social,Organic,silver,Direct,CAM004,2021-12-12
c11617,Olivia,Morris,VT,referral,Organic,silver,Organic Search,CAM031,2021-12-12
c11618,Mary,Walker,NJ,social,Organic,silver,Direct,CAM018,2021-12-12
c11619,Sandy,Hailey,NJ,social,Organic,silver,Direct,CAM006,2021-12-12
c1162,Regina,Moore,NY,referral,Organic,silver,Referral,CAM020,2020-05-14
c11620,William,Boling,NJ,marketplace,Organic,silver,Direct,CAM004,2021-12-12
c11621,Lakisha,Jones,GA,direct,Organic,silver,Direct,CAM001,2021-12-13
c11622,John,Richards,NJ,social,Organic,silver,provider partner,CAM006,2021-12-13
c11623,Howard,Smart,NJ,referral,Organic,silver,Organic Search,CAM001,2021-12-13
c11624,Junior,Mcintyre,NJ,direct,Organic,silver,Direct,CAM018,2021-12-13
c11625,Larry,Polk,IA,referral,Organic,silver,Direct,CAM004,2021-12-14
c11626,Frank,Spitler,IA,social,Organic,silver,Referral,CAM033,2021-12-14
c11627,Matthew,Altmiller,CO,social,Organic,silver,Organic Search,CAM018,2021-12-14
c11628,Joanne,Short,NY,social,Paid,silver,paid search,CAM031,2021-12-14
c11629,Johnathan,Dick,ND,social,Organic,silver,Direct,CAM031,2021-12-14
c1163,Cathy,Beard,NY,social,Organic,silver,Direct,CAM006,2020-05-14
c11630,Richard,Jividen,NY,referral,Organic,silver,Direct,CAM001,2021-12-14
c11631,Gerald,Kennedy,NJ,social,Organic,silver,Referral,CAM020,2021-12-14
c11632,Christine,Breuer,MT,referral,Organic,silver,Organic Search,CAM032,2021-12-14
c11633,James,Mclain,NJ,referral,Paid,bronze,paid search,CAM031,2021-12-14
c11634,Yvonne,Steinman,NJ,referral,Organic,silver,Direct,CAM030,2021-12-14
c11635,Kimberly,Howell,NJ,social,Organic,silver,Organic Search,CAM018,2021-12-14
c11636,Kristin,Lowery,IA,social,Paid,silver,paid search,CAM014,2021-12-14
c11637,Barbara,Nicholson,NJ,social,Paid,silver,paid search,CAM030,2021-12-14
c11638,Albert,Wade,NJ,referral,Paid,silver,paid search,CAM030,2021-12-15
c11639,Anthony,Duke,NJ,social,Organic,silver,Organic Search,CAM031,2021-12-15
c1164,George,Thomas,NY,referral,Paid,bronze,paid search,CAM002,2020-05-14
c11640,Danial,Swann,NY,social,Paid,silver,paid search,CAM018,2021-12-15
c11641,Felecia,Burney,MO,social,Organic,silver,Organic Search,CAM018,2021-12-15
c11642,Deborah,Williams,NJ,referral,Organic,silver,Referral,CAM001,2021-12-15
c11643,Alisha,Hall,NJ,referral,Organic,silver,Direct,CAM004,2021-12-16
c11644,Charlene,Cybulski,NJ,referral,Paid,silver,paid search,CAM031,2021-12-16
c11645,Sharon,Brock,NY,social,Organic,silver,Direct,CAM031,2021-12-16
c11646,Jean,Douglas,CA,social,Organic,silver,Direct,CAM018,2021-12-16
c11647,Megan,Wood,NJ,social,Paid,bronze,paid search,CAM002,2021-12-16
c11648,Rosie,Lowry,ND,social,Organic,silver,Direct,CAM004,2021-12-16
c11649,Frances,Byrd,NJ,referral,Organic,silver,Referral,CAM006,2021-12-16
c1165,Cindy,Gillette,NY,social,Paid,bronze,paid search,CAM002,2020-05-14
c11650,Joe,Koch,NY,direct,Organic,silver,Organic Search,CAM001,2021-12-17
c11651,Donald,Quintero,NE,marketplace,Organic,silver,Organic Search,CAM001,2022-01-03
c11652,Carol,Atkinson,SC,direct,Organic,silver,Direct,CAM006,2022-01-04
c11653,Mary,Wildey,NJ,social,Organic,silver,Direct,CAM018,2022-01-04
c11654,Anthony,Folse,NJ,referral,Organic,silver,Organic Search,CAM031,2022-01-04
c11655,Jack,Carter,NC,social,Paid,silver,paid search,CAM025,2022-01-05
c11656,Shawn,Rodriquez,PA,referral,Organic,silver,Referral,CAM001,2022-01-05
c11657,John,Nolton,NJ,social,Paid,platinum,paid search,CAM031,2022-01-05
c11658,Debra,Ruiz,NJ,referral,Paid,gold,SEO,CAM004,2022-01-05
c11659,Mazie,Lehmann,NJ,referral,Organic,silver,Organic Search,CAM018,2022-01-06
c1166,Shelby,Aromin,ND,social,Organic,silver,Direct,CAM018,2020-05-14
c11660,William,Ander,NY,referral,Organic,silver,Organic Search,CAM002,2022-01-07
c11661,Robert,Summitt,NJ,social,Paid,bronze,paid search,CAM002,2022-01-07
c11662,Erin,Mason,NJ,referral,Paid,silver,paid search,CAM031,2022-01-08
c11663,Virgil,Lewis,NJ,social,Organic,silver,Direct,CAM004,2022-01-08
c11664,Randal,Geffre,IA,social,Organic,silver,Direct,CAM030,2022-01-08
c11665,Timothy,Mooneyhan,OH,referral,Paid,bronze,paid search,CAM002,2022-01-08
c11666,Thomas,Kunzel,NJ,marketplace,Organic,silver,Direct,CAM004,2022-01-09
c11667,Robert,Przygocki,NJ,referral,Organic,silver,Referral,CAM020,2022-01-09
c11668,James,Roberts,MP,referral,Organic,silver,Direct,CAM018,2022-01-10
c11669,Charmain,Alvarado,NJ,referral,Organic,silver,Organic Search,CAM030,2022-01-10
c1167,Bridget,Pena,NJ,social,Organic,silver,Organic Search,CAM006,2020-05-14
c11670,Christine,Pratt,WA,marketplace,Organic,silver,Direct,CAM004,2022-01-10
c11671,Christopher,Hughes,NJ,referral,Paid,bronze,InsuranceOfferAds,CAM006,2022-01-11
c11672,Dollie,Tagg,NJ,marketplace,Organic,silver,Direct,CAM004,2022-01-11
c11673,Richard,Miyasato,NJ,social,Organic,silver,Referral,CAM014,2022-01-11
c11674,Jeffrey,Buckley,NJ,social,Organic,silver,Direct,CAM018,2022-01-11
c11675,Mark,Comacho,NC,social,Organic,silver,Referral,CAM031,2022-01-11
c11676,Timothy,Laplante,NJ,referral,Organic,silver,Direct,CAM030,2022-01-10
c11677,Liza,Lynn,VT,social,Paid,silver,paid search,CAM031,2022-01-10
c11678,Willie,Deblase,NJ,referral,Organic,silver,Direct,CAM030,2022-01-10
c11679,Josie,Trilli,MI,referral,Organic,silver,Direct,CAM004,2022-01-12
c1168,Catherine,Nicklas,ND,social,Organic,silver,Direct,CAM030,2020-05-14
c11680,Robert,Burns,NJ,social,Organic,silver,Direct,CAM004,2022-01-12
c11681,James,Childers,NJ,social,Organic,silver,Organic Search,CAM033,2022-01-13
c11682,Antony,Kunka,NJ,social,Paid,bronze,paid search,CAM002,2022-01-13
c11683,Annie,Paine,NC,social,Paid,silver,paid search,CAM031,2022-01-14
c11684,Samantha,Easterling,NJ,referral,Organic,silver,Direct,CAM004,2022-01-14
c11685,Wanda,Villanueva,NJ,referral,Organic,silver,Direct,CAM004,2022-01-14
c11686,Teresa,Johnson,NJ,referral,Organic,silver,Referral,CAM031,2022-01-14
c11687,Timothy,Fleming,NJ,marketplace,Organic,silver,Direct,CAM004,2022-01-14
c11688,Lydia,Johnson,NJ,referral,Paid,silver,paid search,CAM031,2022-01-14
c11689,James,Mohseni,CO,referral,Organic,silver,Direct,CAM004,2022-01-15
c1169,Thomas,Lee,ND,social,Organic,silver,Direct,CAM031,2020-05-14
c11690,Thomas,Wilson,NJ,referral,Organic,silver,Direct,CAM004,2022-01-15
c11691,Laura,Hayden,NJ,direct,Organic,silver,Direct,CAM030,2022-01-15
c11692,James,Helen,NJ,social,Organic,silver,Direct,CAM006,2022-01-15
c11693,Jonathan,Russell,NJ,referral,Organic,silver,Direct,CAM004,2022-01-16
c11694,Hazel,Swann,NJ,social,Paid,silver,paid search,CAM031,2022-01-17
c11695,Sheila,Peters,ND,referral,Organic,silver,Direct,CAM018,2022-01-17
c11696,Kathryn,Colter,CO,marketplace,Organic,silver,Direct,CAM004,2022-01-17
c11697,Aaron,Miller,IA,social,Paid,silver,paid search,CAM020,2022-01-17
c11698,Rosie,Wilson,VT,marketplace,Organic,silver,Direct,CAM006,2022-01-20
c11699,Barb,Hill,MI,social,Paid,silver,paid search,CAM031,2022-01-20
c117,Yesenia,Doctor,SC,referral,Organic,silver,Direct,CAM018,2019-01-29
c1170,Jennifer,Subert,NY,referral,Paid,gold,paid social,CAM003,2020-05-14
c11700,Rita,Valentino,NJ,referral,Organic,silver,Direct,CAM001,2022-01-20
c11701,Carrie,Rogers,ND,social,Organic,silver,Organic Search,CAM030,2022-01-20
c11702,Juan,Ballard,SC,social,Organic,silver,Direct,CAM031,2022-01-20
c11703,Emma,Ramos,NY,social,Organic,silver,Organic Search,CAM031,2022-01-21
c11704,Alice,Cook,SC,referral,Organic,silver,Direct,CAM001,2022-01-19
c11705,Richard,Dewitt,NC,social,Organic,silver,Direct,CAM031,2022-01-19
c11706,Stewart,Thor,NJ,social,Organic,silver,Direct,CAM006,2022-01-19
c11707,John,Power,NY,referral,Paid,silver,paid search,CAM006,2022-01-19
c11708,Lynn,Pao,NJ,referral,Organic,silver,Social,CAM020,2022-01-19
c11709,Diana,Bennett,NY,referral,Organic,silver,Direct,CAM004,2022-01-19
c1171,Celia,Phillips,GA,direct,Organic,silver,Social,CAM001,2020-05-14
c11710,Anne,Myers,NJ,referral,Organic,silver,Direct,CAM006,2022-01-19
c11711,William,Pierson,NJ,referral,Organic,silver,Organic Search,CAM018,2022-01-19
c11712,James,Hyland,IA,social,Organic,silver,Organic Search,CAM031,2022-01-20
c11713,Mary,Biddle,NY,social,Organic,silver,Direct,CAM006,2022-01-20
c11714,Jeanette,Cannon,NY,referral,Organic,silver,Referral,CAM001,2022-01-20
c11715,Robert,Gardiner,NY,direct,Organic,silver,Direct,CAM020,2022-01-21
c11716,Margaret,Baginski,CO,referral,Organic,silver,Direct,CAM004,2022-01-22
c11717,David,Kaczmarek,NY,referral,Organic,silver,Organic Search,CAM001,2022-01-22
c11718,Jared,Hatfield,IA,referral,Organic,silver,Direct,CAM004,2022-01-22
c11719,Anthony,Jordon,ND,direct,Organic,silver,Direct,CAM020,2022-01-23
c1172,Anne,Wigfall,ND,social,Organic,silver,Direct,CAM030,2020-05-14
c11720,Luz,Ellis,SC,social,Organic,silver,Direct,CAM031,2022-01-23
c11721,Elliott,Redford,NJ,referral,Paid,gold,mobile app,CAM003,2022-01-23
c11722,Pearl,Hoffman,CO,social,Organic,silver,Direct,CAM018,2022-01-24
c11723,Margie,Mciver,NJ,social,Organic,silver,Direct,CAM031,2022-01-24
c11724,Daniel,Henry,SC,referral,Organic,silver,Direct,CAM001,2022-01-25
c11725,Samuel,Davis,OH,social,Organic,silver,Organic Search,CAM001,2022-01-26
c11726,Patricia,Ringstaff,DC,referral,Organic,silver,Direct,CAM004,2022-01-26
c11727,Wilbert,Santos,NJ,social,Organic,silver,Organic Search,CAM018,2022-01-26
c11728,Glenn,Marston,NJ,social,Paid,silver,paid search,CAM031,2022-01-27
c11729,Peter,Noel,NJ,referral,Organic,silver,Direct,CAM001,2022-01-27
c1173,Corey,Driscoll,NJ,social,Organic,silver,Direct,CAM001,2020-05-14
c11730,Cindy,Loy,CO,referral,Organic,silver,Direct,CAM018,2022-01-27
c11731,Rita,Vreeland,NJ,social,Organic,silver,Direct,CAM018,2022-01-27
c11732,Monica,Piedra,SC,social,Paid,silver,paid search,CAM030,2022-01-28
c11733,Lillian,Ball,GA,social,Organic,silver,Direct,CAM001,2022-01-28
c11734,Tameka,Farrell,NY,referral,Organic,silver,Direct,CAM030,2022-01-28
c11735,Donald,Restrepo,NJ,social,Paid,gold,SEO,CAM004,2022-01-30
c11736,Vannessa,Hubert,SC,social,Organic,silver,Direct,CAM030,2022-01-28
c11737,William,Christensen,NJ,referral,Paid,silver,paid search,CAM031,2022-01-28
c11738,Joe,Ware,NJ,referral,Organic,silver,Direct,CAM004,2022-01-29
c11739,Maurice,Harms,NY,referral,Organic,silver,Direct,CAM018,2022-01-29
c1174,Ann,Perez,NJ,social,Organic,silver,Direct,CAM018,2020-05-14
c11740,Jason,Matas,WA,social,Organic,silver,Direct,CAM030,2022-01-29
c11741,Ben,Hourigan,NJ,social,Organic,silver,Direct,CAM004,2022-01-29
c11742,Raymond,Cruz,NY,referral,Organic,silver,Direct,CAM031,2022-01-31
c11743,Stephanie,Doll,NJ,social,Paid,gold,paid search,CAM018,2022-01-31
c11744,Ashley,Desmond,GA,social,Organic,silver,Direct,CAM020,2022-01-31
c11745,William,Chacon,NJ,referral,Organic,silver,Direct,CAM018,2022-01-31
c11746,Carl,Ong,GA,referral,Organic,silver,Direct,CAM004,2022-01-31
c11747,Maryann,Moreno,NJ,referral,Organic,silver,provider partner,CAM020,2022-01-31
c11748,Louis,Huang,NY,social,Organic,silver,Direct,CAM030,2022-02-01
c11749,Leroy,Ferra,WA,direct,Organic,silver,Referral,CAM033,2022-02-01
c1175,Sherry,Vasquez,NJ,referral,Paid,silver,paid search,CAM002,2020-05-14
c11750,Anthony,Butler,WA,social,Organic,silver,Direct,CAM004,2022-02-02
c11751,Cora,Mccoy,NY,referral,Organic,silver,Direct,CAM018,2022-02-02
c11752,Monroe,Kannenberg,ND,referral,Organic,silver,Direct,CAM020,2022-02-03
c11753,Kelly,Smith,MD,marketplace,Organic,silver,Organic Search,CAM006,2022-02-03
c11754,Justin,Parras,CO,social,Organic,silver,Organic Search,CAM018,2022-02-03
c11755,Laurie,Tagaban,NJ,referral,Paid,silver,paid search,CAM020,2022-02-03
c11756,George,Black,NJ,social,Organic,silver,provider partner,CAM006,2022-02-03
c11757,Nan,Trask,NJ,marketplace,Organic,silver,Direct,CAM030,2022-02-03
c11758,Hollie,Owens,IA,referral,Paid,bronze,paid search,CAM002,2022-02-03
c11759,Matthew,Dyer,NJ,referral,Organic,silver,Referral,CAM001,2022-02-04
c1176,Samuel,Boshears,WA,social,Organic,silver,Direct,CAM030,2020-05-15
c11760,Joyce,Bradley,NJ,referral,Organic,silver,Referral,CAM001,2022-02-04
c11761,James,Barton,NJ,social,Paid,silver,paid search,CAM031,2022-02-04
c11762,Claude,Miller,NJ,referral,Organic,silver,Direct,CAM002,2022-02-05
c11763,Cynthia,Rayburn,NJ,direct,Organic,silver,Referral,CAM006,2022-02-05
c11764,Robert,Johnson,NJ,marketplace,Organic,silver,Direct,CAM004,2022-02-05
c11765,Delma,Daigle,NY,social,Paid,silver,paid search,CAM031,2022-02-06
c11766,Willie,Graves,NJ,referral,Organic,silver,Direct,CAM006,2022-02-06
c11767,Walter,Shelly,NJ,marketplace,Organic,silver,Direct,CAM004,2022-02-07
c11768,Jane,Pulliam,NY,social,Organic,silver,Referral,CAM018,2022-02-07
c11769,Clifford,Chavez,OH,referral,Organic,silver,Organic Search,CAM001,2022-02-07
c1177,Eleanor,Aleman,NY,social,Paid,gold,paid search,CAM031,2020-05-15
c11770,Juan,Thole,NJ,social,Organic,silver,Direct,CAM018,2022-02-08
c11771,Erlinda,Hooker,NJ,referral,Organic,silver,Direct,CAM006,2022-02-08
c11772,Bradley,Cocklin,NJ,referral,Organic,silver,Direct,CAM030,2022-02-08
c11773,Nicole,Quiggle,NM,social,Organic,silver,Direct,CAM031,2022-02-09
c11774,William,Bracy,WA,social,Organic,silver,Direct,CAM006,2022-02-09
c11775,Donald,Monson,NJ,social,Paid,bronze,paid search,CAM020,2022-02-07
c11776,Kathleen,Lossett,NY,marketplace,Organic,silver,Direct,CAM004,2022-02-07
c11777,Jessica,Rybicki,SC,referral,Paid,silver,paid search,CAM031,2022-02-07
c11778,Lisa,Brown,NJ,social,Organic,silver,Direct,CAM030,2022-02-07
c11779,Jerome,Barnes,NC,social,Organic,silver,Organic Search,CAM020,2022-02-08
c1178,Lori,Dimock,NY,social,Paid,gold,paid search,CAM031,2020-05-15
c11780,Kathleen,Benck,NJ,referral,Paid,bronze,InsuranceOfferAds,CAM006,2022-02-08
c11781,Carl,Morse,TN,social,Organic,silver,Organic Search,CAM030,2022-02-08
c11782,Mary,Lawson,PA,social,Organic,silver,Organic Search,CAM031,2022-02-08
c11783,Frank,Anderson,WA,social,Organic,silver,Direct,CAM018,2022-02-08
c11784,James,Williams,NJ,referral,Paid,silver,paid search,CAM006,2022-02-08
c11785,Thomas,Barnett,NJ,referral,Organic,silver,Organic Search,CAM018,2022-02-08
c11786,Marvin,Brooks,NJ,referral,Organic,silver,Direct,CAM004,2022-02-09
c11787,Therese,Miller,GA,social,Paid,silver,paid search,CAM006,2022-02-10
c11788,Wesley,Parkhurst,NY,social,Organic,silver,Direct,CAM031,2022-02-10
c11789,Robert,Miller,NY,social,Paid,gold,paid search,CAM031,2022-02-10
c1179,Doris,Oneal,OK,social,Organic,silver,Direct,CAM030,2020-05-15
c11790,Mary,Ruiz,NJ,referral,Organic,silver,Referral,CAM001,2022-02-11
c11791,Harold,Lotton,FL,social,Organic,silver,Organic Search,CAM031,2022-02-11
c11792,Lesley,Dubard,NJ,social,Organic,silver,Organic Search,CAM033,2022-02-11
c11793,Ashley,Brewer,CA,referral,Paid,gold,paid search,CAM031,2022-02-11
c11794,Manuel,Scott,PA,social,Paid,silver,paid search,CAM031,2022-02-11
c11795,Rhonda,Benenati,NJ,referral,Organic,silver,Direct,CAM001,2022-02-12
c11796,Dianne,Schaper,IN,social,Paid,silver,paid search,CAM006,2022-02-12
c11797,Adam,Hamblin,PA,social,Organic,silver,Referral,CAM018,2022-02-12
c11798,Mary,Long,MT,referral,Organic,silver,provider partner,CAM030,2022-02-13
c11799,Patricia,Harper,NJ,marketplace,Organic,silver,Direct,CAM004,2022-02-13
c118,Dominque,Smith,ND,social,Organic,silver,Direct,CAM018,2019-01-30
c1180,Karen,Kunz,OK,social,Organic,silver,Direct,CAM001,2020-05-15
c11800,Andrew,Francis,SC,social,Organic,silver,Direct,CAM030,2022-02-13
c11801,Norman,Brown,CO,social,Organic,silver,Referral,CAM031,2022-02-14
c11802,Gregory,Duncan,VT,social,Organic,silver,Direct,CAM031,2022-02-14
c11803,Angela,Smith,WA,social,Paid,gold,Other,CAM020,2022-02-14
c11804,Douglas,Wallin,NJ,referral,Organic,silver,Organic Search,CAM018,2022-02-14
c11805,Ricky,Olds,NJ,referral,Organic,silver,Direct,CAM004,2022-02-14
c11806,Ernest,Flint,CA,marketplace,Paid,gold,SEO,CAM004,2022-02-14
c11807,Tyrone,Stevens,WA,referral,Organic,silver,Direct,CAM018,2022-02-14
c11808,Jerry,Pendergrass,IA,social,Paid,bronze,paid search,CAM002,2022-02-14
c11809,Nicholas,Bryan,NJ,referral,Paid,bronze,paid search,CAM002,2022-02-14
c1181,Shirley,Samson,SC,social,Organic,silver,Direct,CAM033,2020-05-15
c11810,Dorothy,Engel,MN,referral,Organic,silver,Organic Search,CAM006,2022-02-15
c11811,Sheryl,Romig,NJ,social,Organic,silver,Direct,CAM022,2022-02-15
c11812,Rina,Bouchard,NJ,referral,Organic,silver,Direct,CAM004,2022-02-16
c11813,Phillip,Delgado,WA,social,Organic,silver,Organic Search,CAM006,2022-02-16
c11814,Johnny,Hendrickson,GA,referral,Organic,silver,Organic Search,CAM001,2022-02-16
c11815,Sylvia,Hamilton,NJ,social,Paid,bronze,paid search,CAM002,2022-02-16
c11816,Mike,Morris,AZ,social,Paid,silver,paid search,CAM031,2022-02-18
c11817,John,Hume,NJ,referral,Organic,silver,Direct,CAM004,2022-02-18
c11818,Joshua,Thole,AZ,referral,Organic,silver,Direct,CAM001,2022-02-18
c11819,Clifford,Gonzalez,ND,referral,Organic,silver,Organic Search,CAM006,2022-02-18
c1182,Scott,Tunnell,NY,referral,Organic,silver,provider partner,CAM006,2020-05-15
c11820,Toby,Lane,OK,social,Organic,silver,Organic Search,CAM033,2022-02-17
c11821,Jeanne,Riley,NJ,social,Paid,silver,paid search,CAM031,2022-02-17
c11822,William,Lawson,NJ,social,Paid,bronze,paid search,CAM002,2022-02-18
c11823,Mike,Rezac,VA,social,Paid,silver,paid search,CAM018,2022-02-18
c11824,Mary,Durfee,WA,referral,Organic,silver,Direct,CAM031,2022-02-19
c11825,Brandon,Trueman,NJ,marketplace,Organic,silver,Direct,CAM004,2022-02-19
c11826,Brenda,Johnson,NY,referral,Organic,silver,Organic Search,CAM001,2022-02-19
c11827,Kelly,Taylor,NJ,referral,Organic,silver,Organic Search,CAM001,2022-02-19
c11828,James,Engstrom,NY,marketplace,Organic,silver,Direct,CAM004,2022-02-20
